Region,Rank,Tier,Fit /100,Business,Category,Segment,Locality,City,Phone,Rating,Reviews,Package,List price,Deal value (₹),Best call window (IST),Pitch angle,Intent,Volume,Rating pts,Reach,Maps URL
Delhi,93,B,80,Hello Point Driving School,Driving school,Education & Training,Shahdara,East Delhi,098101 08822,4.7,110,Growth,"₹45,000",45000,Tue-Thu 11:00-13:00 / 15:00-17:00 (between batches),"Curriculum, fees, faculty and an admission-enquiry form. Parents shortlist online, then visit.",34,20,16,10,https://www.google.com/maps/search/?api=1&query=Hello%20Point%20Driving%20School%20Shahdara
Delhi,94,B,80,Choudhery tent and events,Tent house supplier,Food & Events,Shahdara,East Delhi,098991 86518,4.9,90,Growth,"₹45,000",45000,Tue-Thu 11:00-16:00,Menu and package pages plus a date-availability enquiry form. Enquiries die in WhatsApp with no record today.,32,20,19,10,https://www.google.com/maps/search/?api=1&query=Choudhery%20tent%20and%20events%20Shahdara
Delhi,95,B,80,Lodhi Tent House and Caterers,Tent house supplier,Food & Events,Mayur Vihar,East Delhi,080764 43067,4.9,88,Growth,"₹45,000",45000,Tue-Thu 11:00-16:00,Menu and package pages plus a date-availability enquiry form. Enquiries die in WhatsApp with no record today.,32,19,19,10,https://www.google.com/maps/search/?api=1&query=Lodhi%20Tent%20House%20and%20Caterers%20Mayur%20Vihar
Delhi,96,B,80,Gupta Tent & Lights,Tent house supplier,Food & Events,Malviya Nagar,South Delhi,095827 82442,5,69,Growth,"₹45,000",45000,Tue-Thu 11:00-16:00,Menu and package pages plus a date-availability enquiry form. Enquiries die in WhatsApp with no record today.,32,18,20,10,https://www.google.com/maps/search/?api=1&query=Gupta%20Tent%20%26%20Lights%20Malviya%20Nagar
Delhi,97,B,80,Advocate Lawyer Saket Court,Criminal lawyer,Legal,Saket Court,South Delhi,098184 45390,4.5,42,Growth,"₹45,000",45000,Tue-Thu 14:00-17:00 (after court rises),"Practice areas, bar credentials and a confidential enquiry form. Clients search a lawyer's name before they ring, and a chamber number on Maps is not a profile.",40,16,13,10,https://www.google.com/maps/search/?api=1&query=Advocate%20Lawyer%20Saket%20Court%20Saket%20Court
Delhi,98,B,80,Shukla Tent House and Catering Services,Caterer,Food & Events,Shahdara,East Delhi,098911 99695,5,38,Starter,"₹15,000",15000,Tue-Thu 11:00-16:00,Menu and package pages plus a date-availability enquiry form. Enquiries die in WhatsApp with no record today.,34,16,20,10,https://www.google.com/maps/search/?api=1&query=Shukla%20Tent%20House%20and%20Catering%20Services%20Shahdara
Delhi,99,B,80,Shlok tent and decoration event management,Event planner,Food & Events,Harit Vihar Burari,North Delhi,088510 25500,5,15,Growth,"₹45,000",45000,Tue-Thu 11:00-16:00,Menu and package pages plus a date-availability enquiry form. Enquiries die in WhatsApp with no record today.,38,12,20,10,https://www.google.com/maps/search/?api=1&query=Shlok%20tent%20and%20decoration%20event%20management%20Harit%20Vihar%20Burari
Delhi,100,B,80,Advocate Sakshi Bhardwaj,Lawyer,Legal,Laxmi Nagar,East Delhi,063981 52585,5,8,Growth,"₹45,000",45000,Tue-Thu 14:00-17:00 (after court rises),"Practice areas, bar credentials and a confidential enquiry form. Clients search a lawyer's name before they ring, and a chamber number on Maps is not a profile.",40,10,20,10,https://www.google.com/maps/search/?api=1&query=Advocate%20Sakshi%20Bhardwaj%20Laxmi%20Nagar
Delhi,101,B,79,SK TENT HOUSE & caterers & events,Tent house supplier,Food & Events,Laxmi Nagar,East Delhi,088021 39776,4.9,72,Growth,"₹45,000",45000,Tue-Thu 11:00-16:00,Menu and package pages plus a date-availability enquiry form. Enquiries die in WhatsApp with no record today.,32,19,19,10,https://www.google.com/maps/search/?api=1&query=SK%20TENT%20HOUSE%20%26%20caterers%20%26%20events%20Laxmi%20Nagar
Delhi,102,B,79,Apollo tent house,Tent house supplier,Food & Events,Kalkaji,South Delhi,098994 68490,4.9,67,Growth,"₹45,000",45000,Tue-Thu 11:00-16:00,Menu and package pages plus a date-availability enquiry form. Enquiries die in WhatsApp with no record today.,32,18,19,10,https://www.google.com/maps/search/?api=1&query=Apollo%20tent%20house%20Kalkaji
Delhi,103,B,79,Guru Kripa Tents & Decors,Tent house supplier,Food & Events,Janakpuri,West Delhi,098990 74704,5,51,Starter,"₹15,000",15000,Tue-Thu 11:00-16:00,Menu and package pages plus a date-availability enquiry form. Enquiries die in WhatsApp with no record today.,32,17,20,10,https://www.google.com/maps/search/?api=1&query=Guru%20Kripa%20Tents%20%26%20Decors%20Janakpuri
Delhi,104,B,79,Rk tent & light decoration Gk-2,Tent house supplier,Food & Events,Greater Kailash 2,South Delhi,098904 73400,5,51,Starter,"₹15,000",15000,Tue-Thu 11:00-16:00,Menu and package pages plus a date-availability enquiry form. Enquiries die in WhatsApp with no record today.,32,17,20,10,https://www.google.com/maps/search/?api=1&query=Rk%20tent%20%26%20light%20decoration%20Gk-2%20Greater%20Kailash%202
Delhi,105,B,79,Advocate Ravi Ranjan Patiala House Courts Delhi,Lawyer,Legal,Patiala House Court,Central Delhi,098119 94976,5,7,Growth,"₹45,000",45000,Tue-Thu 14:00-17:00 (after court rises),"Practice areas, bar credentials and a confidential enquiry form. Clients search a lawyer's name before they ring, and a chamber number on Maps is not a profile.",40,9,20,10,https://www.google.com/maps/search/?api=1&query=Advocate%20Ravi%20Ranjan%20Patiala%20House%20Courts%20Delhi%20Patiala%20House%20Court
Delhi,106,B,78,"varneya motor driving school, Razapur Khurd",Driving school,Education & Training,Razapur Khurd Uttam Nagar,West Delhi,093542 44079,4.4,167,Growth,"₹45,000",45000,Tue-Thu 11:00-13:00 / 15:00-17:00 (between batches),"Curriculum, fees, faculty and an admission-enquiry form. Parents shortlist online, then visit.",34,22,12,10,https://www.google.com/maps/search/?api=1&query=varneya%20motor%20driving%20school%2C%20Razapur%20Khurd%20Razapur%20Khurd%20Uttam%20Nagar
Delhi,107,B,78,MK Motor Driving Training School (Manikaran),Driving school,Education & Training,Janakpuri,West Delhi,093135 49191,4.4,150,Growth,"₹45,000",45000,Tue-Thu 11:00-13:00 / 15:00-17:00 (between batches),"Curriculum, fees, faculty and an admission-enquiry form. Parents shortlist online, then visit.",34,22,12,10,https://www.google.com/maps/search/?api=1&query=MK%20Motor%20Driving%20Training%20School%20%28Manikaran%29%20Janakpuri
Delhi,108,B,78,Chhatwal Tent House,Tent house supplier,Food & Events,Malviya Nagar,South Delhi,098110 17039,4.8,70,Growth,"₹45,000",45000,Tue-Thu 11:00-16:00,Menu and package pages plus a date-availability enquiry form. Enquiries die in WhatsApp with no record today.,32,19,17,10,https://www.google.com/maps/search/?api=1&query=Chhatwal%20Tent%20House%20Malviya%20Nagar
Delhi,109,B,78,URBAN CLASSIC MOTOR DRIVING SCHOOL,Driving school,Education & Training,Shahdara,East Delhi,083759 38499,4.8,45,Starter,"₹15,000",15000,Tue-Thu 11:00-13:00 / 15:00-17:00 (between batches),"Curriculum, fees, faculty and an admission-enquiry form. Parents shortlist online, then visit.",34,17,17,10,https://www.google.com/maps/search/?api=1&query=URBAN%20CLASSIC%20MOTOR%20DRIVING%20SCHOOL%20Shahdara
Delhi,110,B,78,lawyer tarun gaur,Divorce lawyer,Legal,Karkardooma Court,East Delhi,— none listed,5,43,Growth,"₹45,000",45000,Tue-Thu 14:00-17:00 (after court rises),"Practice areas, bar credentials and a confidential enquiry form. Clients search a lawyer's name before they ring, and a chamber number on Maps is not a profile.",42,16,20,0,https://www.google.com/maps/search/?api=1&query=lawyer%20tarun%20gaur%20Karkardooma%20Court
Delhi,111,B,78,Tayal Tent house & Catering,Tent house supplier,Food & Events,Paryavaran Complex Chhatarpur,South Delhi,093554 49200,5,41,Starter,"₹15,000",15000,Tue-Thu 11:00-16:00,Menu and package pages plus a date-availability enquiry form. Enquiries die in WhatsApp with no record today.,32,16,20,10,https://www.google.com/maps/search/?api=1&query=Tayal%20Tent%20house%20%26%20Catering%20Paryavaran%20Complex%20Chhatarpur
Delhi,112,B,78,Shree Shyam Group Tent & Caterers,Tent house supplier,Food & Events,Godawari Marg Najafgarh,West Delhi,092117 77717,5,36,Starter,"₹15,000",15000,Tue-Thu 11:00-16:00,Menu and package pages plus a date-availability enquiry form. Enquiries die in WhatsApp with no record today.,32,16,20,10,https://www.google.com/maps/search/?api=1&query=Shree%20Shyam%20Group%20Tent%20%26%20Caterers%20Godawari%20Marg%20Najafgarh
Delhi,113,B,78,DOUBLE CHILLI CATERERS,Caterer,Food & Events,Shahdara,East Delhi,098211 01204,5,24,Starter,"₹15,000",15000,Tue-Thu 11:00-16:00,Menu and package pages plus a date-availability enquiry form. Enquiries die in WhatsApp with no record today.,34,14,20,10,https://www.google.com/maps/search/?api=1&query=DOUBLE%20CHILLI%20CATERERS%20Shahdara
Delhi,114,B,78,Palki Tent and Decorator,Wedding planner,Food & Events,Rajouri Garden,West Delhi,098110 50619,4.8,16,Growth,"₹45,000",45000,Tue-Thu 11:00-16:00,Menu and package pages plus a date-availability enquiry form. Enquiries die in WhatsApp with no record today.,38,12,17,10,https://www.google.com/maps/search/?api=1&query=Palki%20Tent%20and%20Decorator%20Rajouri%20Garden
Delhi,115,B,77,New Gopal Motor Driving Training School,Driving school,Education & Training,Rohini,North Delhi,093138 85131,4,447,Custom,"₹1,20,000+",120000,Tue-Thu 11:00-13:00 / 15:00-17:00 (between batches),"Curriculum, fees, faculty and an admission-enquiry form. Parents shortlist online, then visit.",34,27,7,10,https://www.google.com/maps/search/?api=1&query=New%20Gopal%20Motor%20Driving%20Training%20School%20Rohini
Delhi,116,B,77,Krishna Catering Services,Caterer,Food & Events,Rohini,North Delhi,099905 69633,4.6,69,Growth,"₹45,000",45000,Tue-Thu 11:00-16:00,Menu and package pages plus a date-availability enquiry form. Enquiries die in WhatsApp with no record today.,34,18,15,10,https://www.google.com/maps/search/?api=1&query=Krishna%20Catering%20Services%20Rohini
Delhi,117,B,77,7 Star Motor Driving Training School,Driving school,Education & Training,Mayur Vihar,East Delhi,099531 10707,4.7,48,Starter,"₹15,000",15000,Tue-Thu 11:00-13:00 / 15:00-17:00 (between batches),"Curriculum, fees, faculty and an admission-enquiry form. Parents shortlist online, then visit.",34,17,16,10,https://www.google.com/maps/search/?api=1&query=7%20Star%20Motor%20Driving%20Training%20School%20Mayur%20Vihar
Delhi,118,B,77,Chhabra caterers,Caterer,Food & Events,Uttam Nagar,West Delhi,076786 04612,4.7,44,Starter,"₹15,000",15000,Tue-Thu 11:00-16:00,Menu and package pages plus a date-availability enquiry form. Enquiries die in WhatsApp with no record today.,34,17,16,10,https://www.google.com/maps/search/?api=1&query=Chhabra%20caterers%20Uttam%20Nagar
Delhi,119,B,77,Shubham tent house,Tent house supplier,Food & Events,Dabri-Palam Road,West Delhi,099110 11128,4.9,39,Starter,"₹15,000",15000,Tue-Thu 11:00-16:00,Menu and package pages plus a date-availability enquiry form. Enquiries die in WhatsApp with no record today.,32,16,19,10,https://www.google.com/maps/search/?api=1&query=Shubham%20tent%20house%20Dabri-Palam%20Road
Delhi,120,B,77,Shree shyam caterers and tent house Dwarka mor,Tent house supplier,Food & Events,Dwarka Mor,West Delhi,087002 01645,5,34,Starter,"₹15,000",15000,Tue-Thu 11:00-16:00,Menu and package pages plus a date-availability enquiry form. Enquiries die in WhatsApp with no record today.,32,15,20,10,https://www.google.com/maps/search/?api=1&query=Shree%20shyam%20caterers%20and%20tent%20house%20Dwarka%20mor%20Dwarka%20Mor
Delhi,121,B,77,Jaina tent and Caterers,Tent house supplier,Food & Events,Kalkaji,South Delhi,095999 42202,5,34,Starter,"₹15,000",15000,Tue-Thu 11:00-16:00,Menu and package pages plus a date-availability enquiry form. Enquiries die in WhatsApp with no record today.,32,15,20,10,https://www.google.com/maps/search/?api=1&query=Jaina%20tent%20and%20Caterers%20Kalkaji
Delhi,122,B,77,MATHUR TENT HOUSE & CATERERS,Tent house supplier,Food & Events,Mayur Vihar,East Delhi,095605 92024,5,33,Starter,"₹15,000",15000,Tue-Thu 11:00-16:00,Menu and package pages plus a date-availability enquiry form. Enquiries die in WhatsApp with no record today.,32,15,20,10,https://www.google.com/maps/search/?api=1&query=MATHUR%20TENT%20HOUSE%20%26%20CATERERS%20Mayur%20Vihar
Delhi,123,B,77,Mehra Tent & event House,Tent house supplier,Food & Events,Shahdara,East Delhi,097167 22952,5,31,Starter,"₹15,000",15000,Tue-Thu 11:00-16:00,Menu and package pages plus a date-availability enquiry form. Enquiries die in WhatsApp with no record today.,32,15,20,10,https://www.google.com/maps/search/?api=1&query=Mehra%20Tent%20%26%20event%20House%20Shahdara
Delhi,124,B,77,AMAN TENT HOUSE Tilak Nagar,Tent house supplier,Food & Events,Tilak Vihar Tilak Nagar,West Delhi,099716 58759,5,30,Starter,"₹15,000",15000,Tue-Thu 11:00-16:00,Menu and package pages plus a date-availability enquiry form. Enquiries die in WhatsApp with no record today.,32,15,20,10,https://www.google.com/maps/search/?api=1&query=AMAN%20TENT%20HOUSE%20Tilak%20Nagar%20Tilak%20Vihar%20Tilak%20Nagar
Delhi,125,B,77,Pawan Tent House & Caterers,Tent house supplier,Food & Events,Shahdara,East Delhi,098911 29820,5,28,Starter,"₹15,000",15000,Tue-Thu 11:00-16:00,Menu and package pages plus a date-availability enquiry form. Enquiries die in WhatsApp with no record today.,32,15,20,10,https://www.google.com/maps/search/?api=1&query=Pawan%20Tent%20House%20%26%20Caterers%20Shahdara
Delhi,126,B,76,RS Motor Driving School,Driving school,Education & Training,Mayur Vihar,East Delhi,081306 57466,4.3,144,Growth,"₹45,000",45000,Tue-Thu 11:00-13:00 / 15:00-17:00 (between batches),"Curriculum, fees, faculty and an admission-enquiry form. Parents shortlist online, then visit.",34,22,11,10,https://www.google.com/maps/search/?api=1&query=RS%20Motor%20Driving%20School%20Mayur%20Vihar
Delhi,127,B,76,Kanhaiya Tent House,Tent house supplier,Food & Events,Narela,North Delhi,097175 56848,4.9,37,Starter,"₹15,000",15000,Tue-Thu 11:00-16:00,Menu and package pages plus a date-availability enquiry form. Enquiries die in WhatsApp with no record today.,32,16,19,10,https://www.google.com/maps/search/?api=1&query=Kanhaiya%20Tent%20House%20Narela
Delhi,128,B,76,Haryana Tent House & Decorators,Tent house supplier,Food & Events,Nawada Uttam Nagar,West Delhi,096433 89020,4.9,32,Starter,"₹15,000",15000,Tue-Thu 11:00-16:00,Menu and package pages plus a date-availability enquiry form. Enquiries die in WhatsApp with no record today.,32,15,19,10,https://www.google.com/maps/search/?api=1&query=Haryana%20Tent%20House%20%26%20Decorators%20Nawada%20Uttam%20Nagar
Delhi,129,B,76,Patwari Tent House,Tent house supplier,Food & Events,Rohini,North Delhi,080102 19517,4.9,30,Starter,"₹15,000",15000,Tue-Thu 11:00-16:00,Menu and package pages plus a date-availability enquiry form. Enquiries die in WhatsApp with no record today.,32,15,19,10,https://www.google.com/maps/search/?api=1&query=Patwari%20Tent%20House%20Rohini
Delhi,130,B,76,Taj Mahal tent house,Tent house supplier,Food & Events,Dilshad Garden,East Delhi,091366 43087,4.9,30,Starter,"₹15,000",15000,Tue-Thu 11:00-16:00,Menu and package pages plus a date-availability enquiry form. Enquiries die in WhatsApp with no record today.,32,15,19,10,https://www.google.com/maps/search/?api=1&query=Taj%20Mahal%20tent%20house%20Dilshad%20Garden
Delhi,131,B,76,Bhatt tent house,Tent house supplier,Food & Events,Najafgarh,West Delhi,081785 35214,5,27,Starter,"₹15,000",15000,Tue-Thu 11:00-16:00,Menu and package pages plus a date-availability enquiry form. Enquiries die in WhatsApp with no record today.,32,14,20,10,https://www.google.com/maps/search/?api=1&query=Bhatt%20tent%20house%20Najafgarh
Delhi,132,B,76,Manav Tent House,Tent house supplier,Food & Events,Anand Parbat Karol Bagh,Central Delhi,078270 83835,5,26,Starter,"₹15,000",15000,Tue-Thu 11:00-16:00,Menu and package pages plus a date-availability enquiry form. Enquiries die in WhatsApp with no record today.,32,14,20,10,https://www.google.com/maps/search/?api=1&query=Manav%20Tent%20House%20Anand%20Parbat%20Karol%20Bagh
Delhi,133,B,76,Vardhman Tent House,Tent house supplier,Food & Events,Shahdara,East Delhi,098917 78050,5,24,Starter,"₹15,000",15000,Tue-Thu 11:00-16:00,Menu and package pages plus a date-availability enquiry form. Enquiries die in WhatsApp with no record today.,32,14,20,10,https://www.google.com/maps/search/?api=1&query=Vardhman%20Tent%20House%20Shahdara
Delhi,134,B,76,Sawariya Tent House & Decorators,Tent house supplier,Food & Events,Rohini,North Delhi,080534 31887,5,22,Starter,"₹15,000",15000,Tue-Thu 11:00-16:00,Menu and package pages plus a date-availability enquiry form. Enquiries die in WhatsApp with no record today.,32,14,20,10,https://www.google.com/maps/search/?api=1&query=Sawariya%20Tent%20House%20%26%20Decorators%20Rohini
Delhi,135,B,76,Mamta Garg Advocate in Karkardooma Court,Lawyer,Legal,Karkardooma Court,East Delhi,098108 19551,4.8,6,Growth,"₹45,000",45000,Tue-Thu 14:00-17:00 (after court rises),"Practice areas, bar credentials and a confidential enquiry form. Clients search a lawyer's name before they ring, and a chamber number on Maps is not a profile.",40,8,17,10,https://www.google.com/maps/search/?api=1&query=Mamta%20Garg%20Advocate%20in%20Karkardooma%20Court%20Karkardooma%20Court
Delhi,136,B,76,Tyagi Tent House,Event planner,Food & Events,Najafgarh,West Delhi,098103 56782,5,6,Growth,"₹45,000",45000,Tue-Thu 11:00-16:00,Menu and package pages plus a date-availability enquiry form. Enquiries die in WhatsApp with no record today.,38,8,20,10,https://www.google.com/maps/search/?api=1&query=Tyagi%20Tent%20House%20Najafgarh
